테스트,Test
십자강폭발,
십자약폭발,
단일,
전체일반,
전체강폭발,
전체중폭발,
전체강원폭발,
전체중원폭발,
전체약원폭발,
전열일반,
중열일반,
중열강폭발,
중열중폭발,
중열약폭발,
후열일반,
상행일반,
상행강감쇄,
상행약감쇄,
하행일반,
하행강감쇄,
하행약감쇄,
중행일반,
중행강감쇄,
중행약감쇄,
중행강폭발,
중행중폭발,
중행약폭발,
교차일반,
교차강폭발,
교차중폭발,
교차약폭발,
한칸앞일반,
한칸앞강폭발,
한칸앞중폭발,
한칸앞약폭발,
한칸뒤일반,
한칸뒤강폭발,
한칸뒤중폭발,
한칸뒤약폭발,
인접열,
부채꼴방사형,
인접그리드,
뒷칸,
부채꼴일반,
부채꼴역방향,
부채꼴중폭발,
부채꼴강폭발,
전체인접,
부채꼴역방사형,
전체고정,
인접앞제외,
단일앞,
후열고정,
전열고정,
전체기폭,
지그재그일반,
언더왓쳐일반,
중행일반몹,
2행일반,
후열앞제외,
단일우측,
언더왓쳐전체,
중열상단,
익스실드인접,
익스롱인접,
부채꼴제외,
중행제외,
중행후방,
전열인접,
단일좌측,
중열하단,
중열후방,
부채꼴역제외,
전체앞제외,
후열제외,
십자약약폭발,
전체약약폭발,
중열후열,
부채꼴확산,
중행인접,
2행제외,
중열제외,
중행고정,
부채꼴중확산,
교차인접,
십자고정,
부채꼴인접,
버려진 폐허,
폐허 깊은 곳,
아! 숨 쉰다! 살아있는 것 같아! &n벌써 죽어 버린 줄 알았는데… 조금만 늦었으면 큰일 날 뻔 했네?,
"그리폰, 조금 더 정중하게 말하렴. 우리 주인이 되실 분이잖아.",
"흥, 난 아직 주인이라고 인정 안했거든?&n어쨌든 얼른 그 주사부터 놔. 눈을 깜빡이긴 하지만 간당간당 한 것 같으니까.",
살아났나? 눈을 깜빡거리는데? 숨도 제대로 쉬는 것 같아.&n아직 의식이 완전히 돌아오진 않은 것 같지만…,
그래? 다행이야. &n이 분이 정신이 들어서 명령을 내려주시면 우리도 이젠…,
그런데 정말 괜찮을까? &n그 여자가 인간이 기억이 없을 거라고 했잖아.,
기억이 없는 게 무슨 문제가 될까봐?,
당연하지! 우린 싸워야 하는데 기억이 없으면 뭐든지 다 설명을 해야 하잖아.&n괜히 도움도 안 되는 짐덩어리일 수도 있다고!,
그럴 리가 있겠니? 그리고 그렇다고 하더라도 우린 명령해 주실 분이 필요해.&n시간이 걸리더라도 설명을 제대로 하면 어떻게든 될 거야.,
"그럴려나? 흐응… 응? 잠깐, 인간이 깨어난 것 같은데?&n인간, 깨어난 거지? 깨어난 거 맞지?",
"어? 말을 하네? 저기 콘스탄챠, 인간이란 게 원래 말하는 거야?",
말은 원래 인간님들이 하는 거야. 우리가 그걸 흉내 낸 거고…,
"일단 그것보다 일으켜 드려야겠어. &n잠시만요. 인간님, 설명은 조금만 있다가 드릴게요.",
"인간님, 설명에 앞서서 먼저 사용자 등록을 위해서 이름 입력이 필요해요.&n혹시 성함을 말씀해 주실 수 있나요?",
{0} 님이시군요! &n통합 데이터베이스에 등록을 완료했어요.,
"반갑습니다. 전 콘스탄챠, 그리고 이 아이는 그리폰이라고 해요. &n그리폰, 인사해야지?",
"… 흥, 미리 말하지만 이름 함부로 부르면서 친한 척 할 생각은 하지마. &n난 다른 애들처럼 인간만 기다리진 않았으니까.",
궁금한 게 많으실 테지만 잠시만 기다려 주세요.&n여긴 지금 많이 위험한 곳이라서 일단 본부로 가서 말씀…,
"콘스탄챠! 나왔어!&n방향은 동쪽, 거리는… 50미터 이내야!",
"설마, 철충이 온 거니? 어떻게 알고…",
"그야 나도 모르지. 숫자는 6마리 정도야. 흩어져 있는데?&n콘스탄챠, 싸우자. 이젠 인간도 있으니까 싸울 수 있잖아.",
… 그건…,
아직 아냐. 철충하고는 1:1로 싸워도 위험한데… &n우린 둘 뿐이잖아.,
게다가 이렇게 {0}님이 노출된 전투는 너무 위험해. &n일단 피하는 걸로 하자. 포위되면 정말 위험해 지니까.,
"이번엔 서쪽이야. 벌써 포위당한 것 같은데? 곧 여기로 들이닥칠 거야.&n콘스탄챠, 저 녀석 인간이잖아. [c][ffd130]명령[-][/c]을 내려 달라고 말하면 안돼?",
우린 전투 훈련도 받았잖아. &n각개격파를 하면 이길 수 있을 거야. 응?,
너무 위험한데… 정말…,
"저… {0} 님, 이런 상황이라 죄송하지만…&n 저희에게 명령을 내려주실 수 있으신가요?",
저희는 인간의 [c][ffd130]명령[-][/c]이 없이는 어떤 교전 행위도 할 수 없어요.,
{0} 님이 저희에게 싸우라는 명령을 내려 주신다면 &n싸워서라도 포위를 돌파해 볼게요.,
[c][ffd130]전투 개시[-][/c]나 [c][ffd130]공격![-][/c]이나 아무 거나 좋으니 명령을 내려줘.,
"뭐? 철충도 기억 안나? 급한데… 뭐야?&n급하니까 빨리 들어. 콘스탄챠, 홀로그램 좀…",
철충은 인간이 만든 기계를 먹고 자라는 기계 기생충이야.&n생긴 것만 봐도 나쁜 놈들인 줄은 알겠지?,
이 자식들이 인간들을 멸망시키고 이젠 우리까지 죽이고 있단 말야.&n빨리 도망치지 않으면 우리도 죽일 걸?,
에? 너 우리가 뭔지 몰랐어? 완전 바보네?&n우리는…,
… 이 앞까지 와 버린 모양이군요. 더 이상은 시간이 없을 것 같아요.&n공격 명령을 부탁 드릴게요.,
폐허 출구,
전투 직후,
"휴, 이제 지하도를 빠져나왔군요.&n그리폰, 탐색을 부탁할게.",
"일단 이 근처엔 더 없어.&n역시, 제대로 싸우면 별 것도 아니잖아.",
"후후, 그래. 처음치곤 잘 한 것 같아. &n그래도 자만하면 안돼. 이 철충들은 하급 전투원들이니까…",
고위 철충이 얼마나 무서운지는 너도 잘 알잖니?,
"그것보다 주인님, 혹시 전술에 대해 배우신 적이 있으신가요? &n너무 자연스럽게 지휘를 하셔서 놀랐어요. 그렇지 않니? 그리폰?",
"흥… 뭐, 뭐 나쁘진 않았지. 그렇다고 되게 좋은 것도 아니고. 보통 정도?",
"그, 그것보다 슬슬 빠져나가야 하는 것 아냐?",
응. 일단 본부에 통신을 넣고 움직이면 될 것 같아. &n잠시만…,
"본부, 들리나요?&n여긴 21 스쿼드. 본부, 통신 연결 가능한가요?",
여기는 라비아타 프로토타입. 21 스쿼드? &n임무는 완료한 거야?,
응? 이 소리는… 본부? 무슨 일이 있나요?,
"윽! 아니, 먼저 보고부터 완료해줘. 일단, 그 일이 제일 중요하니까.",
"네, 21 스쿼드 임무 완료예요. 그런데 본부, 무슨 일이죠?&n그 소리는 뭐죠? 무슨 일이 있나요?",
"일단, 흥분을 가라앉히고. 콘스탄챠, 잘 들으렴.&n지금 어떻게 된 일 인지는 몰라도 본부가 발각됐어.",
몇 시간 전부터 포위 공격을 받고 있는 상태야. &n일단은 격벽을 폐쇄하고 버티고 있지만... 오래 버티긴 힘들 것 같아.,
뭐? 공격? 알았어. 금방 돌아갈게. 조금만 기다려줘.,
"잠깐만, 그리폰, 기다리렴. 21 스쿼드에 새로운 임무가 있어.",
임무는 무슨… 본부가 위험한데… 우리 인간을 찾았어. &n사령관이 돼서 너희한테 명령만 내리면 되잖아.,
여긴 너무 위험해.&n철충 숫자가 너무 많아서 본부의 모든 인원이 싸워도 막을 수 없을 거야.,
게다가… 아무래도 그 녀석이 직접 온 것 같아.,
그 녀석? 설마… 스토커?&n지금 갈게. 이번엔 정말 끝장낼 거야!,
"안돼! 지금 오면 너희들까지 위험해 질 거야.&n명령이야. 그리폰, 거기서 대기해. 콘스탄챠에게 새로운 지령을 내릴 테니.",
하지만…,
새로운 명령을 하달할게. 콘스탄챠?&n듣고 있지?,
"듣고 있어요. 언니, 말씀 하세요.",
지금 우리한테 남은 마지막 희망은 새로운 사령관 님이야.&n본부로 돌아올 필요는 없어. 기지를 버리고 퇴각할 생각이니까.,
사령관 님을 지켜서 안전한 곳에 새로운 기지를 마련해야 해. 할 수 있겠어?,
"… 네. 하지만, 언니, 어디로 가야 할 지는…",
적들에게 완전히 포위되기 전에 요안나를 파견했으니 &n그 아이에게 자세한 지령을 들으렴.,
"위치는 지도에 표시해 놓을게. 내비게이션을 따라가면 될 거야.&n조심하고, 사령관님을 꼭 지켜야 해.",
네. 언니. 사령관님은 제가 지킬게요. 그리고…&n언니도 조심하세요.,
해안 도시 외곽,
요안나와의 약속 장소,
언니가 말해준 좌표대로라면… 이 근처일 텐데… &n아! 주인님. 저기 있군요. 요안나 씨에요.,
콘스탄챠 양? 라비아타 공의 명령을 받고 기다리고 있었다네.,
"그리고 이 분이 바로 우리의 새로운 주군인가보군.&n이 사제들의 여왕 요안나, 마지막 남은 위대한 분에게 경의를 바치노라.",
"짐 역시, 기쁨을 감출 수 없군. 하지만, 그보다 더 급한 일이 있으니 &n이 기쁨을 시로 표현하지 못하는 걸 부디 용서하게나.",
언니가 제게 준 지령 이야기군요.,
"음! 그대의 자매, 라비아타 공은 여기서 멀지 않은 곳에 있는 &n버려진 잠수함에 관해서 이야기했다네.",
과거에 관광을 위해 만들어진 것으로 아직도 작동을 한다고 하더군.,
꽤나 깊은 바다 속까지 들어갈 수 있고 심해용이라 튼튼하기도 하다니...&n물을 싫어하는 철충과 싸우기에는 그야말로 적격이지.,
위치는 짐이 자세히 들어 놓았네.,
… 잠수함인가요? 눈을 피하기 위해서군요...&n알겠어요. 그 외에 다른 지령은 없나요?,
그 외에는 가는 길을 적이 지키고 있을 수 있으니 &n주의를 하는 게 좋을 거란 말 정도였네.,
"그렇군요. 그럼 적들이 더 모이기 전에 바로 출발하는 게 좋을 것 같네요.&n주인님, 괜찮으시면 출발을 할게요.",
"가정 경비용인 저나, 군사용인 그리폰과는 달리 &n요안나 씨는 방송용으로 만들어진 안드로이드니까요.",
좋은 연기를 위해서 말투나 교육을 좀… 고풍스럽게 받으셨어요.,
"그 말대로, 짐은 과거의 영광을 현세인들에게 보여주기 위해 돌아온 여왕.&n짐의 행동과 말투가 주군에게 익숙치 않더라도 양해를 구하네.",
해안 절벽,
절벽의 밤,
"칫, 이대론 끝이 없겠는데? 아무래도 이쪽 길로는 힘들겠어. &n못 뚫을 거야 없지만 시간이 너무 걸릴 것 같은데?",
내 생각도 같아. 우리야 그렇다고 해도 주인님은 작은 공격에도 위험하니까.&n게다가 밤이라… 기온도 내려갈 테고…,
아! 차라리 날아가 버리는 게 나을 지도... &n한 명 정도는 안고 날 수도 있으니까… 차례차례…,
… 주인님을 안고 날고 싶은 거야?&n안돼. 대공 사격이라도 당하면 더 위험해!,
"누, 누가 누굴 안는단 거야? 그럴 수도 있단 거지 그렇게 하겠단 게 아니잖아.&n그래… 차라리 아래쪽 길을 한 번 더 찾아 볼게.",
… 혹시라도… 그래. 어쨌든 산 아래 쪽의 길을 좀 정찰해 줄래?&n조금이라도 안전한 길을 찾아줘.,
… 이상한 표정을 짓네… 알았어. &n인간도 힘들지 않은 길을 찾아 줄 테니까…,
착각하지마. &n네가 있어야 싸울 수 있으니까 그런 거거든?,
난 바로 갈게. 길을 찾으면 올 테니까…,
"주인님, 우린 숨어서 상황을 지켜보도록 하는 게 좋을 것 같아요.&n그리폰이 안전한 길을 찾아올 때까지.",
"누가 그렇게 말하면 좋아하기라도 할 것 같아?&n흥, 그럼 여기서 기다리고 있어.",
내가 빨리 안전한 길을 찾아 올 테니까…,
은신지,
어때? 아래쪽에 안전한 길은 있었어?,
없어. 없어. 아래쪽은 철충들이 드글드글해.&n차라리 힘들어도 산 위쪽으로 가는 게 더 나을 것 같아.,
그 방법 밖엔 없을까? &n벌써 너무 어두워져서 산길은 위험할 것 같은데…,
괜찮아. 괜찮아. 산 위에 등대가 하나 있더라고.&n거기로 올라가는 터널에도 불이 들어와 있고…,
"응? 잠깐만, 등대 길이라면… &n그리폰, 혹시 등대에도 불이 들어와 있었니?",
들어와 있던데? 철충도 아래쪽에서 우릴 포위만 하고 있으니까.&n딱히 등대까진 오진 않은 것 같고.,
그런데 이상하긴 했어. &n전기가 제대로 안 들어오는 건지. 빛이 이상하게 깜빡 거리고 있었거든.,
"빛이 깜빡 거렸단 말이지? 역시…&n그리폰, 혹시 어느 방향인지 알아? 여기서 볼 수 있어?",
"응, 등대 꼭대기니까… 저쪽으로 올라가면 보일 거야. 저기… 깜빡 거리는 빛.&n그런데 왜?",
잠시만…,
"역시… 내 생각이 맞았어. 주인님, 갈 길을 찾은 것 같아요.&n출발 하시죠.",
등대 앞,
으으으…,
"누, 누구냐? 이 몸의 다크니스 타워에 올라오고 싶다면 정체를 밝혀라!",
"오랜만이네. LRL, 잘 지냈어?&n본부에서 무사히 빠져 나온 것 같아 다행이야.",
LRL? 이씨! 내 세속의 이름을 함부로 부르다니…&n이 몸의 진명은 싸이클롭스 프린세스… 황금으로 빛나는 눈을 가진…,
이동형 생체 등대가 뭐라는 거야? 용케 본부에서 도망쳐 나왔네?,
"윽, 넌 내가 진정한 내 정체를 눈뜨기 전의 나를 괴롭히던 괴한이 아니더냐?&n도망은 내게 어울리지 않는 말. 이 몸은…",
… 언제 여기 왔는지 똑바로 말 안하면 맞는다.,
크으…,
빨리.,
히잉… &n라비아타가 난 걸음이 느리니까 미리 높은 곳으로 올라가서 숨어 있으랬어.,
그래서 예전에 있던 등대에 숨어 있었구나.&n잘했어. 모르스 부호를 보낸 건. 영리한 생각이었어.,
후. 후. 후. 수천 년을 살아온 이 몸의 지성을 너희 우민들이 짐작하긴 힘들겠지.&n그것보다 나의 아카식 시그널을 해석하다니 제법이구나.,
하아? 아카식? &n너 요즘도 혼자서 이상한 옛날 책 읽고 그러니?,
이씨! 이상한 책 아니거든? 옛날엔 완전 인기 있었던 책이거든?,
